McCain Calls for Emergency Blame Game on Iraq,pos
Putin Holds Emergency Meeting of Imaginary Friends,pos
"Cheney signals a land push to dig Iraqis out of Kuwait, Feb. 8, 1991",neg
"State Dept.: Powell, Rice staffers received classified info via personal email",neg
Congress’s Approval Rating No Longer Detectable by Current Technology,pos
Clinton needles Rubio on debate performance,neg
Jindal throws support behind Rubio,neg
Grading the ABC debate moderators,neg
Power Play PAC-ing a punch,neg
Former senator explains why he's supporting The Donald,neg
"In Bid to Take Attention from Trump, Other Fifteen Hopefuls Release Joint Sex Tape",pos
Christie: 'The whole race changed last night',neg
Kasich's passive-aggressive campaign,neg
Fact-checking the debate,neg
"Rubio defends repeated Obama criticism in debate, vows to 'keep saying it'",neg
Obama Signs Executive Order Closing Congress,pos
Clinton on sexism: 'We are still living with a double standard',neg
Insiders: Marco Rubio crashed and burned,neg
The Fact-Checked Adventures of Brian Williams,pos
McConnell’s Election as Majority Leader Announced With Puff of Toxic Black Coal Smoke,pos
"After strong debate, Christie, Bush resume attack on Rubio",neg
Trump's unwelcome support: White supremacists,neg
Kim Jong-un Feels Snubbed by Absence of Letter from Republicans,pos
The GOP establishment's bloodbath in New Hampshire,neg
G.O.P. Leader: Five Million Forced Back to Work Under Obama,pos
"After debate stumble, Rubio’s foes on the right see hope",neg
Royal Baby’s First Year Widely Considered Disappointing,pos
Bush Sorry Patriot Act Repealed Before He Got Chance to Read It,pos
Scalise heading to Selma a year after race flap,neg
Patriots Never Bothered to Steal Jets’ Playbook,pos
Think the Iowa polls were bad? Wait until New Hampshire,neg
ABC's GOP debate: Best ratings of 2016,neg
Top U.S. general in Afghanistan: 2016 'possibly worse than 2015',neg
Raddatz and Muir rise above early snafu,neg
Joni Ernst Says She Used To Wear Bucket on Head for No Apparent Reason,pos
Millionaires Unite to Defeat Minimum Wage,pos
The week in politics,neg
"Bush, allies: Rubio's abortion position would give Dems fodder",neg
Meet Joni Scotter: Jeb Bush's biggest cheerleader in Iowa,neg
"Sanders pushes Clinton to defend Wall Street contributions, speaking fees",neg
LeBron Vows to Win Title After Rest of Team Disappears into Mysterious Vortex,pos
Nation Thanks Pope for Briefly Bumping Trump from News,pos
Behind the scenes with Special Ops commander,neg
Who spoke the longest in the GOP debate?,neg
See Andy Friday Night!,pos
Historical importance of New Hampshire primary,neg
Kochs Defend Purchase of Scott Walker,pos
Community groups push for more public input on Mayor de Blasio’s housing plan,neg
Republican elders ask 'who's worse' for the GOP brand: Trump or Cruz,neg
Rubio has memorized his stump speech — big time,neg
The passing of a pop legend,neg
Bush Creates Painting of What He Imagines Iraq is Like Today,pos
Kerry: Russian bombs killing women and children 'in large numbers',neg
"Rubio defends repeated Obama criticism in debate, vows to 'keep saying it'",neg
Indiana Defines Stupidity as Religion,pos
Fighting Words from Rick Perry,pos
G.O.P. Warns Obama Against Doing Anything for Next Three Hundred and Forty Days,pos
Power Play: Hillary's foreign policy problem,neg
NARAL goes on angry Super Bowl tweetstorm,neg
Fact checking the Republican debate,neg
Bush loyalists concede the end may be in sight,neg
"After strong debate, Christie, Bush resume attack on Rubio",neg
"$153M in Bill and Hillary Clinton speaking fees, documented",neg
Alabama Loses Yet Another Fight to Remain in Eighteenth Century,pos
Philip Roth Says He Has Had His Last Sandwich,pos
Obama Squandering America’s Precious Supply of Enemies,pos
Republicans Release Debate Format,pos
Palin Endorsement Widens Trump’s Lead Among Idiots,pos
U.S. Orders Alabama to Grow Up,pos
Strong Debate Ratings Make CNN Consider Introducing Substance into Programming,pos
Lawyer for Martin Shkreli Hikes Fees Five Thousand Per Cent,pos
Kerry Claims U.S. Has Found a Moderate Syrian Rebel,pos
Clinton Thanks Benghazi Committee for Invaluable Service to Her Campaign,pos
Trump Says He Heroically Avoided Capture in Vietnam by Staying in U.S.,pos
5 takeaways from the GOP debate,neg
Conservatives Praise Antarctic Ice Sheet Melt as Beautiful Expression of Free Market,pos
"Ahead of N.H. primary, questions for Rubio, Trump and Cruz",neg
Sanders: Prolific Democratic Party fundraiser,neg
Ben Carson: Democrats Offered No Plan to Protect Earth from Dragons,pos
Joe Biden Releases Both E-mails Written While Vice-President,pos
Ben Carson: Pompeii Victims Should Have Outrun Lava,pos
Obama Orders Two-Year Supply of Crossword Puzzles,pos
Conspiracy Theorists Say Republican Party Did Not Die from Natural Causes,pos
Rubio Abruptly Departs G.O.P. Debate After Low-Battery Warning,pos
"Seeking funds for Flint, Democrats block energy bill",neg
Moderate Syrian Rebel Application Form,pos
Caucusing for Clinton at 102 years old,neg
New Texas Law Would Require Candidates for Governor to Show Proof of I.Q.,pos
Bush calls Trump a 'loser',neg
Christie: I Would Bring Traffic Over the Border to a Standstill,pos
Carson Announces Detailed Plan to Google Syria,pos
Trump: Cruz won 'because he got Ben Carson’s votes',neg
Marco's mauling,neg
Jeb Bush on fight for GOP establishment lane,neg
Frontrunners under fire at final GOP debate before NH,neg
Pentagon releases 198 photos of detainees,neg
Poll: Millions of Americans Who Need Jobs Want Congress to Get to Bottom of This Benghazi Thing First,pos
Millions Pay for Rare Opportunity to Hear Sarah Palin Speak,pos
CNN Begins Coverage of Royal Pregnancy,pos
"Cruz, still pitching for libertarian votes, has a lot to say about eminent domain and sound money",neg
Ruth Bader Ginsburg Asks Someone to Wake Her When Scalia Stops Talking,pos
Republican Voters Responding to Walker’s Opposition to Knowledge,pos
New Hampshire to dodge primary-day snowstorm,neg
"Kevin McCarthy Enters Rehab After Admitting Struggles with Nouns, Verbs",pos
"Time for National Conversation About Post-Gala Violence, Experts Say",pos
How Donald Trump Broke the GOP’s Music Curse,neg
Cruz: Drafting women is 'nuts',neg
Rubio goes into repeat mode,neg
Trump stands by proposal to revive waterboarding,neg
Austin homes for sale,neg
Nation Apparently Believed in Science at Some Point,pos
Critics Blast Obama’s Three Meals a Day,pos
"In Serious Gaffe, Sanders Treats Opponent with Dignity and Respect",pos
Republicans Expose Obama’s College Plan as Plot to Make People Smarter,pos
Christie and Bush work to stop Rubio's momentum,neg
Church Founded in Sixth Century Has More Modern Views on Women Than Scalia,pos
A Letter from Joni Ernst About Measles,pos
"Clinton campaign, fact-checkers hit Sanders over 'misleading' ads",neg
Trump Supporters Disappointed He Only Wants to Ban One Religion,pos
Dozens get inked with free Sanders tat,neg
"Trump’s Plan to Randomly Shoot People Lacks Details, Random Shooters Say",pos
Sterling Says He Will Miss Being Around People He Hates,pos
Trump: So many people are saying I won the debate,neg
"With Webb Out of Race, Chafee Surges to Two Per Cent",pos
Americans Who Have Not Read a Single Article About Syria Strongly Support Bombing It,pos
'Bernie Sanderswitzky' rocks 'Saturday Night Live',neg
Hillary Considers Dropping 2016 Bid After Reading One-Star Reviews on Amazon,pos
Benghazi Hearings Cancelled After Clinton Drops Out of Race,pos
Fact Checking Reveals G.O.P. Debate Was Four Per Cent Fact,pos
Obama Continues to Stubbornly Link Gun Violence with Guns,pos
Unskilled Workers Report for New Jobs,pos
Psychologists Urge People With Low Self-Esteem to Watch G.O.P. Debate,pos
Obama to Address Extremist Group,pos
Americans Nostalgic for Republican Who Only Wanted to Screw Over Forty-Seven Per Cent of Them,pos
Sen. Tim Scott makes the case for a Rubio presidency,neg
Cheney Calls for International Ban on Torture Reports,pos
LeBron Erases Memory of 2010 P.R. Disaster with Even More Gigantic P.R. Disaster,pos
Search homes for sale,neg
Ben Carson explains the botched debate intro,neg
Community groups push for more public input on Mayor de Blasio’s housing plan,neg
Iraqis Celebrate as Threat of Third Bush Presidency is Over,pos
Hillary Releases Twenty Thousand Spam E-Mails from Old Navy,pos
Politicians answer questions like athletes,neg
"Peace with Iran Could Limit Ability to Bomb It, Warns McCain",pos
Long White House tradition nears end for a family descended from a slave,neg
Trump: So many people are saying I won the debate,neg
Debate Watchers Disappointed That Trump and Cruz Did Not Actually Punch Each Other’s Faces,pos
Largest Climate-Change March in History Unlikely to Convince Idiots,pos
"Cruz apologizes to Carson for false campaign messages, tries to blame CNN",neg
Desperate Residents of Austin Completely Surrounded by Texas,pos
Nation Needs Cheaper Way to Find Worst People,pos
Meet the photographer who's been covering the N.H. primary since 1980,neg
Virginians Choose Even Bigger Tool,pos
Independent Journal Review's big debate moment,neg
Rubio: I hope opponents keep running clips of me attacking Obama,neg
Obama’s New Popularity Could Force Congressional Democrats to Admit to Knowing Him,pos
Ben Carson Dad jokes,neg
"Furious at Being Called Crazies, Republicans Sue President",pos
His 'progressive' vs. her 'progress',neg
Bush on Trump: 'The guy needs therapy',neg
Obama Urged to Work Closely with People Suing Him,pos
Nation of Three Hundred Million Understands President Can Only Come From Two Families,pos
Louisiana Breaks Off Trade Relations with Ireland,pos
Who won the New Hampshire Democratic debate?,neg
"Trump vows to take on ‘powerful’ drug companies, drive down prices",neg
Six Weeks’ Paid Leave Opposed By People With Thirty-Three Weeks’ Paid Leave,pos
"Number of G.O.P. Candidates Now Thirteen, Says C.D.C.",pos
Can Chris Christie bring Iowa frontrunners back to earth?,neg
Jeb Bush Declares War on Stuff,pos
"Republicans Fear Victory for Health Care Could Pave Way for Education, Environment",pos
"US, South Korea to discuss deployment of missile defense system",neg
Clinton piles on as Republicans rip Rubio's debate performance,neg
"Final pitches before NH by Bush, Fiorina, Carson and Gilmore",neg
See your credit score w/o harming it. Free,neg
Jindal Says He Didn’t Want to Be in Lame Debate Anyway,pos
"Presidential candidates make weekend blitz in NH before debate, primaries",neg
Grammy-winning rapper Lecrae talks faith and politics,neg
Jeb Bush on fight for GOP establishment lane,neg
Exit Polls Indicate Nation Suffering from Severe Memory Loss,pos
Boehner Invites Man Who Hated Obama in High School to Address Congress,pos
Obama Says He Even Loves America’s Idiots,pos
"Trump’s Focus on Muslims Distracting Him from Campaign Against Mexicans, Supporters Fear",pos
The phone call that saved safe harbor,neg
Trump on Cruz feud: 'I don't care about that anymore',neg
Americans Unhappy to Be Reminded That Sarah Palin Exists,pos
POTUS no fan of Curry 'clowning',neg
"Laws written by men to protect women deserve scrutiny, Supreme Court told",neg
Christie’s Endorsement of Trump Threatens to Overshadow Equally Prestigious Praise from David Duke,pos
Queen Accepts Scotland’s Apology,pos
Trump worries the campaign might make him miss the Super Bowl,neg
Poll: New Scandal Not Up to Clintons’ Usual Standards,pos
Christie: 'Whole race changed' after GOP debate,neg
Congress Blocks Obama’s Attempt to Order New Office Supplies,pos
National poll: Sanders and Clinton neck-and-neck,neg
"Final pitches before NH by Bush, Fiorina, Carson and Gilmore",neg
N.S.A. Compensates for Loss of Surveillance Powers by Logging on to Facebook,pos
Eminent domain fight puts Trump at odds with fellow debaters,neg
Clinton's margin of victory shrinks to 0.25 after Iowa audit,neg
Rubio Vows to Block Twenty-first Century,pos
"Clinton looks to sisterhood, but votes may go to Sanders",neg
Richest One Per Cent Disappointed to Possess Only Half of World’s Wealth,pos
Scalise heading to Selma a year after race flap,neg
Sen. Tim Scott makes the case for a Rubio presidency,neg
The highest-rated credit cards of 2016,neg
Clinton downplays server investigation as 'security review',neg
Indiana Governor Stunned By How Many People Seem to Have Gay Friends,pos
"After strong debate, Christie, Bush resume attack on Rubio",neg
LeBron Congratulates People of Cleveland on Having Him Back,pos
"If Bernie Sanders can do it, why can't Donald Trump?",neg
Barbara Bush on Trump: 'I'm sick of him',neg
We asked N.H. voters: A win for your candidate or seeing the Patriots in the Super Bowl?,neg
Will positive message deliver New Hampshire to John Kasich?,neg
LeBron to Announce Decision at United Nations,pos
Used Tool Purchased for $1.8 Million,pos
Cruz’s Constant References to Jesus Drive Millions to Atheism,pos
Study: Scalia Better Off in “Less Advanced” Court,pos
Trump: I Would Attack ISIS on Twitter,pos
Hillary Clinton pledges to stand with Flint through water crisis,neg
Rand Paul No Longer Most Embarrassing Thing About Kentucky,pos
George W. Bush Enjoying New Status as Smarter Bush,pos
Congressional Seats Sell for Record Four Billion Dollars,pos
Cruz shares emotional story of half-sister's death from drug addiction,neg
Christie: No reason for establishment candidates to coalesce anytime soon,neg
"Trump vows to take on ‘powerful’ drug companies, drive down prices",neg
"In Flint, Clinton casts herself as a problem-solver — and looks past N.H.",neg
Cheney: “No Fair” That Obama Gets to Bomb Syria,pos
"Despite big lead, Sanders predicts close race in New Hampshire",neg
Gloria Steinem apologizes for female Sanders supporters remark,neg
Walker Bummed He Was Unable to Show He Memorized Three Branches of Government,pos
"Kasich downplays Dem joke, says he's in 'lane of my own'",neg
Obama Speech Heavily Criticized By People with No Better Ideas,pos
Mortgage rates hit 3.02% APR (15 yr). See if you're eligible,neg
Trump Calls His Al Qaeda Recruitment Video Highest-Rated Terror Video Ever,pos
NH Union Leader: GOP debate was a huge game changer,neg
Jeb Bush on fight for GOP establishment lane,neg
"US, South Korea to discuss deployment of missile defense system",neg
Clinton courts Sanders fans in New Hampshire,neg
CNN picks up Flint Democratic debate,neg
Colorado School Board Votes to Ban Students,pos
Cleveland Fans Apply to Relocate Browns to Los Angeles,pos
The Edge: Iowa loss turns down Trump's volume in N.H.,neg
Houston real estate,neg
Zombie Jonas Salk Rises from Grave to Hunt Idiots,pos
"Coming up on Monday, February 8 edition of 'Special Report'",neg
"Weary and subdued, a different Donald Trump appears in N.H.",neg
President Signs Order Making Ted Cruz Ineligible for Obamacare,pos
Man Infected with Ebola Misinformation Through Casual Contact With Cable News,pos
Supreme Court Forces G.O.P. to Seek New Bogus Issues for 2016,pos
"Rubio defends repeated Obama criticism in debate, vows to 'keep saying it'",neg
"Sanders pushes Clinton to defend Wall Street contributions, speaking fees",neg
Historical importance of New Hampshire primary,neg
Obama to Move to Doorman Building,pos
Here are 4 talking points Marco Rubio falls back on. A lot.,neg
Republicans Demand Return of Passive Obama,pos
"Citing Security Concerns, Iraq’s Prime Minister Cancels Visit to White House",pos
Republicans gloat over Obama’s about-face on defense spending,neg
Christie Sworn in as Doctor,pos
Nation Debates Extremely Complex Issue of Children Firing Military Weapons,pos
Abuse of Power by Gigantic Corporation Comes as Total Surprise,pos
Boehner to Continue Repealing Obamacare After Leaving Congress,pos
ISIS Chief Abruptly Cancels Meeting with Sean Penn,pos
Republicans Air Early Attack Ad on Newborn Clinton,pos
"CNN to hold Democratic presidential debate in Flint, Michigan",neg
"Rubio defends repeated Obama criticism in debate, vows to 'keep saying it'",neg
Female G.O.P. Senators Propose Earning Seventy-one Per Cent As Much As Male Colleagues,pos
Hillary Clinton Officially Begins Nineteen Months of Looking Concerned,pos
Will positive message deliver New Hampshire to John Kasich?,neg
"Dellavedova Breaks Arms, Legs, Neck; Will Play Game 4",pos
Poll: Majority of Americans Now Believe That They Could Be Senators,pos
Dick Cheney: “My Thoughts and Prayers Are with the Iraqi Oil Wells”,pos
U.N.C. Boosters Outraged That Some Athletes Took Real Classes,pos
Study: Average American Can Stand Four Seconds of Ted Cruz,pos
Scientists Consider New Names for Climate Change,pos
Jeb Bush on fight for GOP establishment lane,neg
"Cutting Losses, Kochs to Sell Scott Walker",pos
Will positive message deliver New Hampshire to John Kasich?,neg
Winners and losers of last GOP debate before NH primary,neg
New York Gov. Cuomo announces regulations to prevent gay 'conversion therapy',neg
Shkreli Miraculously Makes Nation Side with Congress,pos
"Clinton, Sanders war over Wall Street escalates",neg
Knocking on doors in New Hampshire,neg
N.F.L. Sentences Brady to a Year with the Jets,pos
Sight of Rick Perry at Border Convinces Immigrants That Anyone Can Succeed in America,pos
Cheney Says Iraq Would Be Stable If He Were Still President,pos
Frontrunners under fire at final GOP debate before NH,neg
Romney Incredibly Relieved That He Can Keep All His Houses,pos
Twenty Thousand Considered Disappointing Turnout for Racist Event in Alabama,pos
Biker-Brawl Suspects Only Slightly Outnumber Republican Candidates,pos
"Bernie is cool, Hillary is square",neg
"Power Play: Trump, Cruz take transparent tack",neg
Poll: Republicans Would Rather Actually Be Shot by Gun Than Agree with Obama,pos
Scientists Believe They Have Isolated Gene for Failure,pos
Republicans Unlearning Facts Learned in Third Grade to Compete in Primary,pos
Bush Says He Will Harm Nation Differently from His Brother,pos
Fiorina Declares Victory,pos
Jeb Bush on fight for GOP establishment lane,neg
Grassley questions Carter's use of personal email,neg
ISIS Confused by Trump’s Hotel Analogies,pos
Highlights of last night's GOP debate,neg
"Obama to deliver 2017 budget to Congress, GOP leaders plan to draft their own",neg
Disturbed Man Tries to Get Into White House,pos
Widespread Support for Sending Politicians to Prison for Ninety-Nine Years,pos
"Plan to Replace American Football With Soccer “On Track,” Says Europe",pos
Trump takes New Hampshire by storm,neg
Power Play PAC-ing a punch,neg
Trump: 'If I came in second I wouldn't be happy',neg
The facts behind Cruz's attacks on Rubio's immigration record,neg
Cruz: ‘Nuts’ to draft women into the military,neg
Fleeing Iraqis Relieved That Cheney Has No Regrets About War,pos
Christie and Bush work to stop Rubio's momentum,neg
Which GOP candidate gained the most momentum from NH debate?,neg
"As the going gets tough, Christie’s campaign rhetoric gets rougher",neg
Palin Blames Obama for Her Defeat in 2008 Election,pos
Why I'm voting for Trump,neg
Clinton win shrinks with new Iowa Democratic Party results,neg
Greta: Time for the NFL to tackle its concussion problem,neg
Boehner Announces Ambitious Plan to Avoid Eye Contact with Cantor,pos
U.S. Nazi hunter has one active case,neg
Obama Unable to Sleep After Learning Limbaugh Liked His Speech,pos
Marco Rubio downplays Muslim discrimination. So do many Republicans.,neg
Obama Signs Executive Order Relocating Congress to Guantánamo,pos
Dozens get inked with free Sanders tat,neg
G.O.P. Chairman Warns Against Hatred for Hillary Peaking Too Soon,pos
G.O.P. Rivals Question Rubio’s Ignorance Credentials,pos
In their own words: How these five candidates say the 2016 race changed them,neg
Federal Judge Admits Having Brady on Fantasy Team,pos
New Proposal Would Provide Grand Juries with Eyes,pos
"America's crazy voting system, explained",neg
Frontrunners under fire at final GOP debate before NH,neg
'Bernie Sanderswitzky' rocks Saturday Night Live,neg
Obama Defends Controversial Policy of Not Invading Countries for No Reason,pos
"Poll: Trump's lead in New Hampshire grows, while Sanders' edge shrinks",neg
"U.S. bans Cuban imports and exports, Feb. 7, 1962",neg
Fox: Obama Seeks Advice on Establishing Monarchy,pos
Congress Marks Third Anniversary of Doing Nothing After Newtown,pos
Nation with Crumbling Bridges and Roads Excited to Build Giant Wall,pos
Clinton on Flint: 'No acceptable' level of lead for kids,neg
Supreme Court Majority Calls Case a Dispute Between Women and People,pos
Jeb Hopes to Woo Voters with Ad Featuring Worst President in U.S. History,pos
Neighbors duel with 2016 house decorations,neg
Celebrity donors pour money into this open California congressional seat,neg
Amazon Chief Says Employees Lacking Empathy Will Be Instantly Purged,pos
Pressure on Obama to Quickly Resolve Centuries-Old Sunni-Shiite Conflict,pos
Fiorina: I Will Not Be Bullied Into Telling Truth,pos
San Diego Hosts Convention of People Who Shot Bin Laden,pos
All Eyes on Bitter Chafee-Webb Rivalry,pos
Carson Hopes Debate Will Focus on Lost City of Atlantis,pos
"Morning After Tea Party Win, House G.O.P. Proposes End to Social Security, Return to Child Labor, Gun Rights for Pets",pos
What issues are most important to millennial voters in 2016?,neg
Clinton Compiles Mental List of People to Destroy,pos
Some Fear Ebola Outbreak Could Make Nation Turn to Science,pos
Americans Favor Legalizing Pot and Criminalizing Congress,pos
"Ahead of N.H. primary, questions for Rubio, Trump and Cruz",neg
Friends fear for U.S. businessman in Iran,neg
Quick poll shows decline for Rubio,neg
"Presidential candidates make weekend blitz in NH before debate, primaries",neg
Hillary Expected to Adopt All of Sanders’s Positions by Noon,pos
Queen Rips “Scottish Bastards” in Angry Televised Address,pos
Ben Carson reacts to last GOP debate before NH primary,neg
Americans Opposed to Being Shot Seek Representation in Washington,pos
Historical importance of New Hampshire primary,neg
"The fastest way to pay off $10,000 in credit card debt",neg
New Hillary Clinton Ad Features Just Kittens,pos
Republicans Accuse Obama of Treating Immigrants Like Humans,pos
Obama Celebrates Last Time He Has to Talk to These Bastards,pos
Why Rubio claims 'Obama knows what he's doing',neg
Cartoonists Take on the New Hampshire Primary,neg
Carson Plummets in Polls Amid Reports He Did Not Stab Anyone,pos
How Trump's deportation plan failed 62 years ago,neg
Photographer presents wounded veterans in a new light,neg
Trump Tremendously Relieved That K.K.K. Ties Did Not Hurt Him in Alabama,pos
Time to sell? What's your home worth?,neg
Kochs Approve Plan to Fire Cash from Cannon at Voters,pos
Historical importance of New Hampshire primary,neg
"Coming up on Monday, February 8 edition of 'Special Report'",neg
Last year's tax deal is a doozy for deficits,neg
What issues are most important to millennial voters in 2016?,neg
ABC's Republican debate draws 13.2 million,neg
Bar Officially Cannot Be Lowered,pos
Obama at National Prayer Breakfast: 'Faith is the great cure for fear',neg
Bush: Obama mosque visit 'more than appropriate',neg
"New Hampshire libertarians lost Rand Paul, but they have reason to celebrate",neg
Clinton downplays server investigation as 'security review',neg
Obamas lament White House Wi-Fi situation,neg
Cheney to Lead Torture-Pride March,pos
The cost of fighting terrorism,neg
People Who Call Obama Worst President Since Second World War Also Blame Him for Starting It,pos
Fox Names Top Ten Narcissists in America,pos
"In Final Indignity, Fence Jumpers Abandon White House",pos
Nation Worried That Rest of World Might See Debate,pos
Portuguese town keeps red flag flying,neg
Republican Candidates Descend on Iowa,pos
"Citing Security Concerns, Boehner to Do All Drinking at Work",pos
Wisconsinites Alarmed That Walker Has More Time to Be Governor,pos
The 2016 Candidate Matchmaker,neg
"Cruz, Carson Differ Sharply Over Timetable for End of World",pos
Meet Sienna: The 7-year-old presidential campaign diva,neg
"Clinton, Sanders battle over 'gods' and 'devils'",neg
White House Vows to Use Every Synonym for War Against ISIS,pos
Iran Offers to Mediate Talks Between Republicans and Obama,pos
Cruz: Stop Blaming Bush for Things He Did,pos
Heinous Waste of Money Officially Begins,pos
Jeb Quits Race with “Mission Accomplished” Banner,pos
"Kasich, aides hold New Hampshire snowball fight",neg
Midterms Prediction: Billionaires to Retain Control of Government,pos
Voters Who Favor Border Wall Cannot Identify Border on Map,pos
"Obama to deliver 2017 budget to Congress, GOP leaders plan to draft their own",neg
Trump More Heinous Than Previously Thought,pos
Sentiment Building to Deport Nation’s Billionaires,pos
Former senator explains why he's supporting The Donald,neg
Scientists: Earth Endangered by New Strain of Fact-Resistant Humans,pos
Sanders tired of being 'lectured' on foreign policy,neg
CNN Prepared to Cut Away from Debate to Whatever Trump Is Doing,pos
Sanders and 'SNL' debut 'Bern Your Enthusiasm',neg
Obama Signs Passive-Aggressive Executive Order,pos
Frontrunners under fire at final GOP debate before NH,neg
Carson: Loss of Keystone Leaves U.S. with No Place to Store Grain,pos
Biden joins Facebook and this is his first post,neg
Graham: Cruz worse than Obama,neg
Rand Paul Calls Hillary’s Book Not Worth Plagiarizing,pos
The passing of a pop legend,neg
Biden to Decide on 2016 Bid by Early 2017,pos
Poll: 4-way GOP fight for second in New Hampshire,neg
Americans Favor Fifteen Dollars an Hour for Congress,pos
Oregon Considers Wall to Keep Out Angry White Men,pos
Republicans Question Obama’s Motives for Fixing Economy,pos
Can Chris Christie bring Iowa frontrunners back to earth?,neg
"Marco Rubio doubles down on repetition in post-debate rally, vows not to change message",neg
Forgotten Man Seeks Attention,pos
Perry Boosts Presidential Stature by Using Troops for No Reason,pos
Bush piles on Rubio,neg
HAPPY CHINESE NEW YEAR – SUPER BOWL SUNDAY – TRUMPSPLAINING: Why he actually won Iowa – ‘MARCOBOT MALFUNCTIONS’ – WHY CRUZ WANTS a Trump win -- SUPER BOWL ADS to watch (with Taco Bell spoiler) – BERN on ‘SNL’,neg
"In Rare Consensus, Sunnis and Shiites Tell Cheney to Shut Up",pos
5 takeaways from the Republican debate,neg
Hillary coronation canceled,neg
Boehner Calls Netanyahu Closest Ally in Fight Against Obama,pos
Warren’s Display of Backbone Threatens Career as Democrat,pos
Trump Plummets in Polls After Failing to Insult Kasich,pos
"Obama to deliver 2017 budget to Congress, GOP leaders plan to draft their own",neg
Think the Iowa polls were bad? Wait until New Hampshire,neg
McCain Urges Military Strikes Against FIFA,pos
Poll: Guy Who Asked Trump Muslim Question Leads G.O.P. Race,pos
Kasich wraps himself in Reagan,neg
Jeb Bush Resigns as George W. Bush’s Brother,pos
Sanders Shamelessly Pandering to Voters Who Want to Hear Truth,pos
Trump: Crowd at GOP debate was filled with donors and lobbyists,neg
The Edge: Iowa loss turns down Trump's volume in N.H.,neg
Trump: Christian ban would have been less controversial than Muslim proposal,neg
Obama in 50 states,neg
Media's worst campaign ever?,neg
Kochs Demand Walker Return Nine Hundred Million Dollars,pos
G.O.P.: Evil Mastermind Behind Benghazi Is Frail Old Woman With Brain Damage,pos
Fiorina Cheers Self Up by Firing Campaign Staff,pos
A strange voting tradition in a Narnia-like region,neg
"Country on Wrong Track, Say People Who Did Not Vote",pos
GOP debate top moments,neg
